id,num_dots,url_length,num_domain_parts,num_hyphens,num_underscores,num_at,num_ampersand,num_tilde,num_percent,hostname_length,is_ip,num_double_slash,has_https,has_suspicious,label
33,3,95,0,0,0,0,0,0,4,10,0,0,0,0,Phishing
34,2,60,0,1,0,0,0,0,0,15,0,0,0,0,Phishing
35,2,60,0,0,0,0,0,0,0,12,0,0,0,1,Phishing
36,6,100,0,1,0,0,0,0,0,22,0,0,0,1,Phishing
37,6,111,0,1,0,0,0,0,0,22,0,0,0,1,Phishing
38,2,29,1,0,0,0,0,0,0,16,0,0,0,0,Phishing
39,2,37,1,2,0,0,0,0,0,24,0,0,0,0,Phishing
40,3,49,1,2,0,0,0,0,0,24,0,0,0,0,Phishing
41,1,34,0,0,0,0,0,0,0,14,0,0,0,0,Phishing
42,3,53,1,1,0,0,0,0,0,22,0,0,0,0,Phishing
43,2,45,0,0,0,0,0,0,0,14,0,0,0,0,Phishing
44,3,65,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
45,5,182,1,0,0,0,0,0,0,30,0,0,0,1,Phishing
46,3,47,0,0,0,0,0,0,0,19,0,0,0,0,Phishing
47,4,55,1,0,0,0,0,0,0,16,0,0,0,0,Phishing
48,2,62,0,0,0,0,0,0,0,13,0,0,0,1,Phishing
49,2,59,0,1,0,0,0,0,0,18,0,0,0,0,Phishing
50,3,39,0,0,0,0,0,0,0,18,0,0,0,0,Phishing
51,2,41,0,0,0,0,0,0,0,11,0,0,0,0,Phishing
52,2,142,0,0,1,0,0,0,0,14,0,0,0,1,Phishing
53,2,29,1,0,0,0,0,0,0,17,0,0,0,0,Phishing
54,4,51,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
55,3,39,1,0,0,0,0,0,0,15,0,0,0,0,Phishing
56,3,48,1,0,0,0,0,0,0,24,0,0,0,0,Phishing
57,2,59,0,1,0,0,0,0,0,27,0,0,0,0,Phishing
58,2,129,0,2,3,0,1,0,0,22,0,0,0,1,Phishing
59,3,34,1,1,0,0,0,0,0,22,0,0,0,0,Phishing
60,8,184,7,2,0,0,1,0,0,76,0,0,0,1,Phishing
61,8,184,7,2,0,0,1,0,0,76,0,0,0,1,Phishing
62,2,135,0,2,3,0,1,0,0,22,0,0,0,1,Phishing
63,2,133,0,2,3,0,1,0,0,22,0,0,0,1,Phishing
64,4,52,1,0,0,0,0,0,0,17,0,0,0,0,Phishing
65,4,58,2,0,0,0,0,0,0,17,0,0,0,0,Phishing
66,5,120,1,1,1,0,0,0,0,23,0,0,0,1,Phishing
67,3,48,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
68,4,58,0,1,0,0,0,0,0,16,0,0,0,0,Phishing
69,1,32,0,0,0,0,0,0,0,8,0,0,0,0,Phishing
70,2,37,1,0,0,0,0,0,0,22,0,0,0,0,Phishing
71,2,63,1,0,0,0,0,0,0,17,0,0,0,0,Phishing
72,5,120,1,1,1,0,0,0,0,23,0,0,0,1,Phishing
73,2,52,0,0,0,0,0,0,0,25,0,0,0,1,Phishing
74,5,58,0,0,0,0,0,0,0,15,1,0,0,0,Phishing
75,2,51,0,0,0,0,0,0,0,18,0,0,0,0,Phishing
76,1,73,0,0,1,0,0,0,0,14,0,0,0,0,Phishing
77,3,57,1,0,0,0,0,0,0,15,0,0,0,1,Phishing
78,2,32,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
79,2,52,0,0,0,0,0,0,0,21,0,0,0,0,Phishing
80,1,47,0,1,0,0,0,0,0,23,0,0,0,0,Phishing
81,1,59,0,1,0,0,0,0,0,14,0,0,0,0,Phishing
82,5,135,0,1,0,0,0,0,0,11,0,0,0,1,Phishing
83,2,34,1,1,0,0,0,0,0,18,0,0,0,0,Phishing
84,1,153,0,0,1,0,0,0,0,15,0,0,0,0,Phishing
85,2,51,0,1,0,0,0,0,0,17,0,0,0,0,Phishing
86,5,120,1,1,1,0,0,0,0,23,0,0,0,1,Phishing
87,3,67,0,1,0,0,0,0,0,16,0,0,0,1,Phishing
88,2,41,0,0,0,0,0,0,0,18,0,0,0,0,Phishing
89,2,40,0,0,0,0,0,0,0,18,0,0,0,0,Phishing
90,1,39,0,1,0,0,0,0,0,23,0,0,0,0,Phishing
91,3,58,1,1,0,0,0,0,0,28,0,0,0,0,Phishing
92,2,46,1,1,0,0,0,0,0,14,0,0,0,0,Phishing
93,4,48,1,0,0,0,0,0,0,19,0,0,0,0,Phishing
94,2,139,0,0,0,0,1,0,0,21,0,0,0,0,Phishing
95,1,79,0,1,0,0,0,0,0,13,0,0,0,0,Phishing
96,1,79,0,1,0,0,0,0,0,13,0,0,0,0,Phishing
97,3,53,1,0,0,0,0,0,0,29,0,0,0,0,Phishing
98,2,53,0,0,0,0,0,0,0,10,0,0,0,0,Phishing
99,3,70,1,0,0,0,0,0,0,26,0,0,0,0,Phishing
100,3,49,0,0,0,0,0,0,0,28,0,0,0,0,Phishing
101,12,149,11,2,0,0,0,0,0,84,0,0,0,1,Phishing
102,4,152,1,2,7,0,2,0,0,18,0,0,0,0,Phishing
103,3,82,0,0,2,0,0,0,0,26,0,0,0,0,Phishing
104,2,39,0,0,0,0,0,0,0,10,0,0,0,1,Phishing
105,1,39,0,0,0,0,0,0,0,23,0,0,0,0,Phishing
106,1,50,0,1,0,0,0,0,0,23,0,0,0,0,Phishing
107,5,79,1,0,0,0,0,0,0,30,0,0,0,0,Phishing
108,1,25,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
109,3,212,0,0,8,0,9,0,0,15,0,0,0,0,Phishing
110,3,57,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
111,3,47,1,0,0,0,0,0,0,18,0,0,0,0,Phishing
112,1,52,0,0,0,0,0,0,0,9,0,0,0,0,Phishing
113,2,40,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
114,1,37,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
115,2,37,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
116,3,64,1,2,0,0,0,0,0,37,0,0,0,0,Phishing
117,2,42,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
118,2,43,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
119,2,42,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
120,2,49,0,0,0,0,0,0,1,13,0,0,0,0,Phishing
121,3,64,1,0,0,0,0,0,0,21,0,0,0,0,Phishing
122,2,68,0,0,0,0,0,0,0,23,0,0,0,0,Phishing
123,2,48,0,2,0,0,0,0,0,17,0,0,0,0,Phishing
124,2,49,0,2,0,0,0,0,0,17,0,0,0,0,Phishing
125,1,38,0,2,0,0,0,0,0,17,0,0,0,0,Phishing
126,4,89,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
127,2,79,1,0,0,0,0,0,0,19,0,0,0,0,Phishing
128,4,90,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
129,4,89,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
130,2,50,0,1,0,0,0,0,0,12,0,0,0,0,Phishing
131,3,54,1,1,0,0,0,0,0,22,0,0,0,0,Phishing
132,6,149,0,3,0,0,0,0,0,14,0,0,0,1,Phishing
133,2,50,0,1,0,0,0,0,0,12,0,0,0,0,Phishing
134,2,50,0,1,0,0,0,0,0,12,0,0,0,0,Phishing
135,2,37,1,0,0,0,0,0,0,15,0,0,0,0,Phishing
136,4,62,2,1,0,0,0,0,0,16,0,0,0,0,Phishing
137,1,29,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
138,2,172,0,1,7,0,2,0,0,17,0,0,0,0,Phishing
139,2,164,0,1,7,0,2,0,0,17,0,0,0,0,Phishing
140,2,44,0,0,0,0,0,0,0,19,0,0,0,0,Phishing
141,6,142,1,3,0,0,0,0,0,15,0,0,0,0,Phishing
142,4,191,1,2,7,0,2,0,0,18,0,0,0,0,Phishing
143,4,191,1,2,7,0,2,0,0,18,0,0,0,0,Phishing
144,4,191,1,2,7,0,2,0,0,18,0,0,0,0,Phishing
145,1,59,0,0,0,0,0,0,0,12,0,0,0,0,Phishing
146,3,56,1,0,0,0,0,0,0,21,0,0,0,0,Phishing
147,2,58,0,0,0,0,0,0,0,20,0,0,0,0,Phishing
148,4,53,0,0,0,0,0,0,0,22,0,0,0,0,Phishing
149,2,33,0,0,0,0,0,0,0,12,0,0,0,0,Phishing
150,2,33,0,0,0,0,0,0,0,9,0,0,0,0,Phishing
151,2,55,1,1,0,0,0,0,0,37,0,0,0,0,Phishing
152,3,51,1,1,0,0,0,0,0,23,0,0,0,0,Phishing
153,1,41,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
154,1,35,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
155,2,36,0,0,0,0,0,0,0,10,0,0,0,0,Phishing
156,3,65,0,0,0,0,0,0,0,20,0,0,0,0,Phishing
157,3,187,0,2,7,0,2,0,0,14,0,0,0,0,Phishing
158,3,69,0,0,1,0,0,0,0,26,0,0,0,0,Phishing
159,5,83,1,0,0,0,0,0,0,11,0,0,1,0,Phishing
160,3,49,0,0,0,0,0,0,0,9,0,0,0,0,Phishing
161,2,48,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
162,2,56,1,1,0,0,0,0,0,37,0,0,1,0,Phishing
163,2,42,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
164,5,74,4,1,0,0,0,0,0,63,0,0,0,0,Phishing
165,5,86,4,1,0,0,0,0,0,49,0,0,0,0,Phishing
166,8,111,7,2,0,0,0,0,0,62,0,0,0,0,Phishing
167,8,123,7,1,0,0,0,0,0,65,0,0,0,0,Phishing
168,5,95,4,1,0,0,0,0,0,53,0,0,0,0,Phishing
169,4,55,1,0,0,0,0,0,0,31,0,0,0,0,Phishing
170,2,52,1,0,0,0,0,0,0,33,0,0,0,0,Phishing
171,2,37,0,0,0,0,0,0,0,14,0,0,0,0,Phishing
172,3,84,1,1,0,0,0,0,0,25,0,0,0,0,Phishing
173,3,53,1,0,0,0,0,0,0,18,0,0,0,0,Phishing
174,2,92,0,1,5,0,0,0,0,14,0,0,0,0,Phishing
175,2,28,0,0,0,0,0,0,0,18,0,0,0,0,Phishing
176,2,39,0,0,0,0,0,0,0,9,0,0,0,0,Phishing
177,2,48,0,1,0,0,0,0,0,10,0,0,0,0,Phishing
178,2,37,0,0,0,0,0,0,0,21,0,0,0,0,Phishing
179,2,39,0,0,0,0,0,0,0,18,0,0,0,0,Phishing
180,3,35,1,0,0,0,0,0,0,15,0,0,0,0,Phishing
181,1,37,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
182,2,45,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
183,3,47,1,0,0,0,0,0,0,17,0,0,0,0,Phishing
184,3,60,1,2,0,0,0,0,0,21,0,0,0,0,Phishing
185,2,35,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
186,4,97,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
187,4,98,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
188,3,44,0,1,0,0,0,0,0,17,0,0,0,0,Phishing
189,3,61,0,0,0,0,0,0,0,24,0,0,0,0,Phishing
190,1,52,0,0,0,0,0,0,0,24,0,0,0,0,Phishing
191,4,50,2,0,0,0,0,0,0,28,0,0,0,0,Phishing
192,4,100,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
193,4,99,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
194,1,36,0,0,0,0,0,0,0,18,0,0,0,0,Phishing
195,3,60,1,1,0,0,0,0,0,14,0,0,0,0,Phishing
196,4,73,1,1,0,0,0,0,0,23,0,0,0,0,Phishing
197,1,64,0,1,0,0,0,0,0,21,0,0,0,0,Phishing
198,1,38,0,1,0,0,0,0,0,10,0,0,0,0,Phishing
199,1,72,0,0,0,0,0,0,0,26,0,0,0,0,Phishing
200,4,104,0,11,0,0,0,0,0,19,0,0,0,0,Phishing
201,3,60,1,1,0,0,0,0,0,24,0,0,0,0,Phishing
202,4,83,1,0,0,0,0,0,2,18,0,0,0,0,Phishing
203,1,42,0,0,0,0,0,0,0,20,0,0,0,0,Phishing
204,3,50,1,0,0,0,0,0,0,21,0,0,0,0,Phishing
205,4,59,1,0,0,0,0,0,0,33,0,0,0,0,Phishing
206,1,35,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
207,2,45,0,0,0,0,0,0,0,20,0,0,0,0,Phishing
208,2,38,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
209,2,54,1,1,0,0,0,0,0,27,0,0,0,0,Phishing
210,1,47,0,2,0,0,0,0,0,20,0,0,0,0,Phishing
211,1,38,0,0,0,0,0,0,0,21,0,0,0,0,Phishing
212,4,71,1,1,0,0,0,0,0,30,0,0,0,0,Phishing
213,1,38,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
214,3,61,1,0,0,0,0,0,0,33,0,0,0,0,Phishing
215,1,33,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
216,1,36,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
217,3,62,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
218,1,33,0,1,0,0,0,0,0,22,0,0,0,0,Phishing
219,2,69,0,1,0,0,0,0,0,10,0,0,0,0,Phishing
220,2,50,1,0,0,0,0,0,0,23,0,0,0,0,Phishing
221,3,126,1,0,0,0,0,0,0,15,0,0,0,1,Phishing
222,3,63,1,1,0,0,0,0,0,27,0,0,0,0,Phishing
223,3,68,1,1,0,0,0,0,0,17,0,0,0,0,Phishing
224,1,34,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
225,3,30,1,0,0,0,0,0,0,13,0,0,0,0,Phishing
226,1,53,0,0,0,0,0,0,0,7,0,0,0,0,Phishing
227,5,72,3,4,0,0,0,0,0,37,0,0,0,1,Phishing
228,2,57,0,1,0,0,0,0,0,16,0,0,0,0,Phishing
229,2,97,0,1,5,0,0,0,0,19,0,0,0,0,Phishing
230,2,45,0,0,1,0,0,0,0,19,0,0,0,0,Phishing
231,2,57,1,1,0,0,0,0,0,25,0,0,0,0,Phishing
232,3,61,1,0,0,0,0,0,0,20,0,0,0,1,Phishing
233,2,54,0,0,1,0,0,0,0,17,0,0,0,0,Phishing
234,2,40,0,0,0,0,0,0,0,28,0,0,0,0,Phishing
235,2,127,0,1,7,0,2,0,0,14,0,0,0,0,Phishing
236,2,132,0,1,7,0,2,0,0,19,0,0,0,0,Phishing
237,3,66,0,1,0,0,0,0,0,16,0,0,0,0,Phishing
238,2,40,0,0,1,0,0,0,0,14,0,0,0,0,Phishing
239,4,53,2,0,0,0,0,0,0,32,0,0,0,0,Phishing
240,2,41,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
241,2,144,0,1,7,0,2,0,0,19,0,0,0,0,Phishing
242,2,100,0,1,5,0,0,0,0,19,0,0,0,0,Phishing
243,2,136,0,1,7,0,2,0,0,19,0,0,0,0,Phishing
244,5,53,1,1,0,0,0,0,0,18,0,0,0,1,Phishing
245,4,57,2,1,0,0,0,0,0,33,0,0,0,0,Phishing
246,4,46,0,1,0,0,0,0,0,9,0,0,0,1,Phishing
247,2,133,0,1,7,0,2,0,0,19,0,0,0,0,Phishing
248,2,73,0,1,0,0,0,0,0,13,0,0,0,0,Phishing
249,1,29,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
250,1,28,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
251,2,62,0,1,0,0,0,0,0,19,0,0,0,0,Phishing
252,2,128,0,1,7,0,2,0,0,14,0,0,0,0,Phishing
253,2,51,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
254,2,146,0,1,1,0,0,0,0,20,0,0,0,0,Phishing
255,4,80,0,0,0,0,0,0,0,33,0,0,0,1,Phishing
256,2,29,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
257,2,62,0,1,0,0,0,0,0,22,0,0,0,0,Phishing
258,2,49,0,0,0,0,0,0,0,13,0,0,0,1,Phishing
259,5,60,1,1,0,0,0,0,0,25,0,0,0,1,Phishing
260,2,58,0,1,0,0,0,0,0,13,0,0,0,0,Phishing
261,2,30,1,0,0,0,0,0,0,22,0,0,0,0,Phishing
262,2,60,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
263,2,39,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
264,2,57,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
265,2,39,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
266,2,38,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
267,2,54,0,1,0,0,0,0,0,16,0,0,0,0,Phishing
268,2,48,1,1,0,0,0,0,0,19,0,0,0,0,Phishing
269,3,72,0,1,0,0,0,0,0,19,0,0,0,0,Phishing
270,3,76,1,2,0,0,0,0,0,17,0,0,0,0,Phishing
271,4,71,2,5,0,0,0,0,0,35,0,0,0,1,Phishing
272,2,34,0,0,0,0,0,0,0,11,0,0,0,0,Phishing
273,4,76,0,0,0,0,0,0,0,25,0,0,0,0,Phishing
274,3,211,0,0,8,0,9,0,0,15,0,0,0,0,Phishing
275,1,26,0,0,0,0,0,0,0,12,0,0,0,0,Phishing
276,3,63,1,1,0,0,0,0,0,31,0,0,0,0,Phishing
277,3,76,1,1,0,0,0,0,0,41,0,0,1,0,Phishing
278,3,60,1,1,0,0,0,0,0,20,0,0,0,1,Phishing
279,1,32,0,0,0,0,0,0,0,21,0,0,0,0,Phishing
280,4,101,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
281,2,39,1,0,0,0,0,0,0,21,0,0,0,0,Phishing
282,1,62,0,1,0,0,0,0,0,18,0,0,0,0,Phishing
283,3,58,1,1,0,0,0,0,0,20,0,0,0,0,Phishing
284,3,64,0,3,0,0,0,0,0,13,0,0,0,0,Phishing
285,2,51,0,0,0,0,0,0,0,12,0,0,0,0,Phishing
286,2,37,0,0,0,0,0,0,0,14,0,0,0,0,Phishing
287,3,73,1,1,0,0,0,0,0,17,0,0,0,0,Phishing
288,4,64,1,4,0,0,0,0,0,33,0,0,0,1,Phishing
289,4,69,1,2,0,0,0,0,0,21,0,0,0,0,Phishing
290,2,46,0,0,0,0,0,0,0,23,0,0,0,1,Phishing
291,3,91,1,0,0,0,0,0,0,23,0,0,0,0,Phishing
292,5,61,0,0,0,0,0,0,0,11,0,0,0,1,Phishing
293,1,60,0,0,1,0,0,0,0,7,0,0,0,0,Phishing
294,1,60,0,0,1,0,0,0,0,7,0,0,0,0,Phishing
295,1,59,0,0,0,0,0,0,0,12,0,0,0,0,Phishing
296,4,86,1,2,0,0,0,0,0,17,0,0,0,0,Phishing
297,4,78,1,0,2,0,0,0,0,22,0,0,0,0,Phishing
298,2,68,0,1,0,0,0,0,0,24,0,0,0,0,Phishing
299,2,58,0,0,0,0,0,0,0,10,0,0,0,0,Phishing
300,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
301,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
302,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
303,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
304,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
305,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
306,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
307,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
308,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
309,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
310,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
311,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
312,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
313,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
314,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
315,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
316,3,54,1,1,0,0,0,0,0,16,0,0,0,0,Phishing
317,1,44,0,1,0,0,0,0,0,23,0,0,0,0,Phishing
318,2,58,1,0,0,0,0,0,0,17,0,0,0,0,Phishing
319,2,58,1,0,0,0,0,0,0,17,0,0,0,0,Phishing
320,3,44,1,0,0,0,0,0,0,27,0,0,0,0,Phishing
321,2,52,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
322,3,52,1,0,0,0,0,0,0,17,0,0,0,0,Phishing
323,1,111,0,1,0,0,0,0,0,26,0,0,0,0,Phishing
324,1,29,0,0,0,0,0,0,0,7,0,0,0,1,Phishing
325,4,88,0,2,0,0,0,0,0,13,1,0,0,1,Phishing
326,1,33,0,0,0,0,0,0,0,18,0,0,0,0,Phishing
327,4,182,1,2,7,0,2,0,0,18,0,0,0,0,Phishing
328,4,94,1,1,1,0,0,0,0,18,0,0,0,0,Phishing
329,3,90,0,1,1,0,0,0,0,14,0,0,0,0,Phishing
330,4,182,1,2,7,0,2,0,0,18,0,0,0,0,Phishing
331,3,45,0,0,0,0,0,0,0,21,0,0,0,0,Phishing
332,2,53,0,0,0,0,0,0,0,22,0,0,0,0,Phishing
333,3,57,1,1,0,0,0,0,0,21,0,0,0,0,Phishing
334,3,44,0,0,0,0,0,0,0,10,0,0,0,0,Phishing
335,3,57,0,2,0,0,0,0,0,13,0,0,0,0,Phishing
336,2,30,0,0,0,0,0,0,0,10,0,0,0,0,Phishing
337,3,82,0,0,0,0,0,0,0,20,0,0,0,0,Phishing
338,4,59,0,0,0,0,0,1,0,13,1,0,0,0,Phishing
339,3,65,1,0,0,0,0,1,0,19,0,0,0,0,Phishing
340,3,70,1,1,0,0,0,1,0,24,0,0,0,0,Phishing
341,4,38,0,0,0,0,0,0,0,12,1,0,0,0,Phishing
342,3,216,0,0,0,0,0,0,0,28,0,0,0,0,Phishing
343,2,36,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
344,2,54,0,1,0,0,0,0,0,23,0,0,0,0,Phishing
345,3,46,1,0,0,0,0,0,0,15,0,0,0,0,Phishing
346,3,57,1,0,0,0,0,1,0,11,0,0,0,0,Phishing
347,4,45,1,0,0,0,0,0,0,22,0,0,0,0,Phishing
348,4,94,1,1,0,0,0,0,0,22,0,0,0,1,Phishing
349,3,67,1,1,0,0,0,0,0,25,0,0,0,0,Phishing
350,3,51,1,1,0,0,0,0,0,20,0,0,0,0,Phishing
351,3,41,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
352,1,38,0,0,0,0,0,0,0,23,0,0,0,0,Phishing
353,2,39,0,0,0,0,0,0,0,7,0,0,0,1,Phishing
354,2,34,0,0,0,0,0,0,0,7,0,0,0,0,Phishing
355,1,37,0,0,0,0,0,0,0,17,0,0,0,0,Phishing
356,2,40,1,0,0,0,0,0,0,21,0,0,0,0,Phishing
357,1,39,0,0,0,0,0,0,0,22,0,0,0,0,Phishing
358,2,32,1,0,0,0,0,0,0,24,0,0,0,0,Phishing
359,2,34,0,0,0,0,0,0,0,10,0,0,0,0,Phishing
360,3,102,1,0,0,0,0,0,0,29,0,0,0,0,Phishing
361,3,44,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
362,3,30,1,0,0,0,0,0,0,18,0,0,0,0,Phishing
363,2,32,0,0,0,0,0,0,0,8,0,0,0,0,Phishing
364,1,32,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
365,2,32,0,0,0,0,0,0,0,14,0,0,0,0,Phishing
366,2,41,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
367,3,48,1,1,0,0,0,0,0,20,0,0,0,0,Phishing
368,1,40,0,0,0,0,0,0,0,25,0,0,0,0,Phishing
369,3,46,1,0,0,0,0,0,0,22,0,0,0,0,Phishing
370,4,40,1,0,0,0,0,0,0,18,0,0,0,0,Phishing
371,2,40,1,0,0,0,0,0,0,22,0,0,0,0,Phishing
372,1,170,0,1,0,0,0,0,0,26,0,0,0,1,Phishing
373,3,47,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
374,2,55,0,1,0,0,0,0,0,24,0,0,0,0,Phishing
375,3,58,1,1,0,0,0,0,0,20,0,0,0,0,Phishing
376,3,69,1,0,0,0,0,0,0,39,0,0,0,0,Phishing
377,3,51,1,0,0,0,0,0,0,26,0,0,0,0,Phishing
378,5,60,0,0,0,0,0,0,0,11,0,0,0,1,Phishing
379,2,37,0,1,0,0,0,0,0,17,0,0,0,0,Phishing
380,5,72,1,0,0,0,0,0,0,24,0,0,0,0,Phishing
381,1,60,0,0,1,0,0,0,0,7,0,0,0,0,Phishing
382,3,65,1,1,0,0,0,0,0,19,0,0,0,0,Phishing
383,5,88,0,0,0,0,0,0,0,11,0,0,0,1,Phishing
384,5,56,0,0,0,0,0,0,0,11,0,0,0,1,Phishing
385,1,47,0,0,1,0,0,0,0,16,0,0,0,1,Phishing
386,2,57,0,0,0,0,0,0,0,15,0,0,0,0,Phishing
387,4,67,1,2,0,0,0,0,0,21,0,0,0,0,Phishing
388,2,38,0,0,0,0,0,0,0,13,0,0,0,0,Phishing
389,7,91,0,0,0,0,0,0,0,19,0,0,0,0,Phishing
390,14,242,0,0,0,0,12,0,0,15,0,0,0,0,Phishing
391,2,39,0,0,0,0,0,0,0,15,0,0,0,1,Phishing
392,1,42,0,0,0,0,0,0,0,16,0,0,0,0,Phishing
393,1,39,0,0,0,0,0,0,0,27,0,0,0,0,Phishing
394,1,40,0,0,0,0,0,0,0,27,0,0,0,0,Phishing
395,2,62,0,2,0,0,0,0,0,15,0,0,0,0,Phishing
